IDUsuario,FechaInicioSuscripcion,DuracionSuscripcionMeses,PlanContratado,Region,HorasSemanales,GenerosFavoritos,Edad,Dispositivo,PrecioMensual
2255,2024-08-30,1,Prime Video Básico,Madrid,8.1,Drama;Romance;Thriller,18,Smartphone,4.99
2256,2021-10-26,57,Prime Video Estándar,Andalucía,14.3,Thriller,38,Console,9.99
2257,2021-11-13,40,Prime Video Premium,Madrid,22.9,Romance;Horror,28,Smartphone,12.99
2258,2024-08-11,2,Prime Video Básico,Madrid,1.6,Drama;Romance,29,Tablet,4.99
2259,2021-04-30,45,Prime Video Básico,Comunidad Valenciana,23.1,Thriller,27,Smart TV,4.99
2260,2023-11-13,59,Prime Video Estándar,Madrid,6.9,Action,27,Smartphone,9.99
2261,2022-07-02,30,Prime Video Básico,Madrid,20.9,Comedy;Thriller;Romance,46,Laptop,4.99
2262,2023-05-01,25,Prime Video Estándar,Andalucía,16.2,Drama,20,Tablet,9.99
2263,2022-12-05,18,Alquiler de películas,Madrid,19.1,Thriller,31,Smartphone,3.99
2264,2021-07-18,23,Prime Video para niños,Comunidad Valenciana,12.0,Thriller;Comedy;Horror,29,Smart TV,6.99
2265,2021-01-24,28,Prime Video Estándar,Cataluña,1.1,Horror;Action;Drama,53,Smartphone,9.99
2266,2020-09-24,42,Prime Video Channels,Cataluña,16.3,Thriller,49,Smartphone,7.99
2267,2022-11-01,4,Prime Video Básico,Madrid,1.2,Thriller,49,Smart TV,4.99
2268,2020-07-02,58,Prime Video Estándar,Andalucía,3.2,Horror,55,Console,9.99
2269,2021-02-23,56,Prime Video Básico,Aragón,16.2,Drama;Sci-Fi;Romance,51,Smartphone,4.99
2270,2024-05-19,16,Prime Video Básico,Andalucía,15.2,Thriller;Action,27,Tablet,4.99
2271,2024-07-31,12,Prime Video Básico,Galicia,2.9,Thriller,32,Smartphone,4.99
2272,2020-10-27,16,Prime Video Básico,Madrid,6.6,Thriller;Drama,60,Tablet,4.99
2273,2023-12-21,48,Prime Video Estándar,Cataluña,23.8,Action;Thriller;Comedy,25,Smartphone,9.99
2274,2022-07-01,4,Prime Video Básico,País Vasco,22.8,Romance;Action;Sci-Fi,32,Smartphone,4.99
2275,2021-08-10,58,Prime Video Channels,Castilla y León,16.1,Thriller,39,Smart TV,7.99
2276,2024-01-10,23,Prime Video Básico,Comunidad Valenciana,5.7,Romance,28,Smartphone,4.99
2277,2020-10-30,57,Prime Video Básico,Canarias,1.4,Sci-Fi;Action;Horror,56,Smartphone,4.99
2278,2024-10-17,46,Prime Video Estándar,Murcia,19.2,Sci-Fi;Drama;Horror,27,Smartphone,9.99
2279,2023-09-16,21,Prime Video Channels,Castilla y León,3.8,Sci-Fi;Action;Romance,25,Smartphone,7.99
2280,2022-07-28,20,Prime Video Básico,Madrid,13.3,Horror;Action,24,Tablet,4.99
2281,2021-10-27,27,Prime Video Estándar,Madrid,15.3,Horror,30,Tablet,9.99
2282,2023-03-23,10,Prime Video Estándar,Comunidad Valenciana,15.1,Action;Sci-Fi;Drama,32,Smartphone,9.99
2283,2021-03-15,3,Prime Video Básico,Comunidad Valenciana,2.3,Horror,33,Tablet,4.99
2284,2024-05-25,49,Prime Video Básico,Andalucía,7.6,Drama;Horror;Comedy,18,Smartphone,4.99
2285,2021-04-28,11,Prime Video Premium,Madrid,1.4,Thriller;Action,34,Smartphone,12.99
2286,2023-10-31,16,Prime Video Básico,Andalucía,5.5,Horror,68,Tablet,4.99
2287,2024-08-13,30,Prime Video Channels,Madrid,11.3,Horror;Romance;Action,59,Smartphone,7.99
2288,2023-11-29,46,Prime Video Básico,Madrid,23.5,Horror;Comedy;Action,31,Smartphone,4.99
2289,2024-02-19,22,Prime Video Estándar,Andalucía,6.2,Sci-Fi,21,Smartphone,9.99
2290,2023-08-22,4,Prime Video Básico,Galicia,15.9,Horror,30,Smartphone,4.99
2291,2022-05-20,18,Alquiler de películas,Madrid,16.0,Romance;Drama;Action,56,Smart TV,3.99
2292,2020-01-24,24,Prime Video Básico,Canarias,8.3,Horror;Action,40,Laptop,4.99
2293,2023-02-10,47,Prime Video Básico,Madrid,3.4,Horror,28,Smart TV,4.99
2294,2023-03-13,4,Prime Video Básico,Comunidad Valenciana,9.8,Thriller,25,Smart TV,4.99
2295,2023-11-05,13,Prime Video Estándar,Canarias,8.9,Thriller,32,Smartphone,9.99
2296,2023-07-02,49,Prime Video Básico,Cataluña,8.9,Horror;Action,39,Smartphone,4.99
2297,2020-03-20,55,Prime Video Básico,Murcia,17.2,Horror;Sci-Fi;Action,33,Tablet,4.99
2298,2020-09-11,4,Prime Video Básico,Andalucía,9.7,Thriller;Horror;Action,33,Smart TV,4.99
2299,2021-08-20,59,Prime Video Premium,Andalucía,6.0,Horror;Thriller;Drama,27,Smartphone,12.99
2300,2022-10-02,56,Prime Video Básico,Galicia,11.3,Comedy;Thriller;Romance,37,Smart TV,4.99
2301,2020-01-23,58,Prime Video Básico,Comunidad Valenciana,13.8,Horror;Action,29,Laptop,4.99
2302,2023-09-16,57,Prime Video Básico,Galicia,14.6,Horror;Sci-Fi;Romance,28,Smart TV,4.99
2303,2021-10-01,16,Prime Video Estándar,Galicia,17.8,Sci-Fi;Horror;Action,37,Laptop,9.99
2304,2020-04-06,32,Prime Video Estándar,Aragón,10.0,Horror;Action;Romance,29,Tablet,9.99
2305,2021-12-18,14,Alquiler de películas,Cataluña,4.7,Thriller;Action;Drama,24,Smartphone,3.99
2306,2020-09-13,31,Prime Video Estándar,Andalucía,15.3,Comedy;Thriller;Horror,46,Smartphone,9.99
2307,2020-10-16,57,Prime Video Básico,Madrid,1.5,Romance;Sci-Fi;Comedy,50,Smart TV,4.99
2308,2023-03-22,38,Compra de películas,Murcia,5.0,Thriller;Horror,48,Smartphone,14.99
2309,2024-08-30,33,Prime Video Básico,Comunidad Valenciana,9.2,Horror;Romance;Sci-Fi,34,Smartphone,4.99
2310,2022-08-16,8,Prime Video Básico,Galicia,7.3,Comedy,42,Smartphone,4.99
2311,2022-12-03,35,Prime Video Premium,Madrid,10.7,Romance,64,Smart TV,12.99
2312,2023-04-23,28,Prime Video Básico,Madrid,18.1,Action,56,Tablet,4.99
2313,2021-04-18,48,Prime Video Estándar,Madrid,6.4,Romance;Thriller;Comedy,63,Tablet,9.99
2314,2021-02-20,12,Prime Video Estándar,Andalucía,1.2,Sci-Fi;Horror;Action,33,Smartphone,9.99
2315,2022-08-18,52,Prime Video Estándar,Galicia,9.7,Horror;Sci-Fi,35,Tablet,9.99
2316,2022-08-10,57,Prime Video Básico,Andalucía,8.5,Sci-Fi;Comedy;Drama,67,Smartphone,4.99
2317,2021-04-05,58,Prime Video Básico,Comunidad Valenciana,4.4,Thriller;Sci-Fi;Romance,29,Smartphone,4.99
2318,2024-03-21,41,Prime Video Estándar,Cataluña,11.0,Comedy,68,Tablet,9.99
2319,2021-07-04,9,Prime Video Básico,Cataluña,11.6,Comedy,33,Smartphone,4.99
2320,2024-05-04,53,Prime Video Estándar,Madrid,18.5,Comedy;Romance;Action,25,Tablet,9.99
2321,2024-02-15,11,Prime Video Básico,Madrid,6.0,Romance;Sci-Fi,25,Smartphone,4.99
2322,2024-05-07,5,Alquiler de películas,Castilla y León,2.6,Sci-Fi,25,Smart TV,3.99
2323,2020-02-21,18,Prime Video Estándar,Comunidad Valenciana,5.1,Thriller;Romance,29,Smart TV,9.99
2324,2023-08-22,60,Prime Video Básico,Cataluña,1.3,Thriller;Sci-Fi,33,Smartphone,4.99
2325,2021-11-04,16,Prime Video Estándar,Madrid,10.6,Romance,21,Smartphone,9.99
2326,2024-10-25,3,Prime Video Básico,Canarias,10.2,Romance,23,Smartphone,4.99
2327,2020-05-10,22,Prime Video Básico,Andalucía,14.2,Romance;Drama,58,Tablet,4.99
2328,2021-03-04,52,Prime Video Premium,Andalucía,5.9,Horror,66,Tablet,12.99
2329,2021-09-23,60,Prime Video Básico,Murcia,11.0,Drama,32,Smart TV,4.99
2330,2024-11-04,20,Alquiler de películas,Andalucía,24.9,Romance;Drama,28,Tablet,3.99
2331,2020-01-05,43,Prime Video Estándar,Galicia,1.6,Action,40,Smart TV,9.99
2332,2024-11-10,49,Prime Video Estándar,Madrid,11.2,Romance,58,Smart TV,9.99
2333,2022-11-02,48,Prime Video Básico,Aragón,21.4,Thriller;Horror;Sci-Fi,56,Tablet,4.99
2334,2022-04-17,49,Prime Video Estándar,Andalucía,9.8,Horror;Action,26,Smartphone,9.99
2335,2021-04-01,10,Prime Video Básico,Andalucía,7.2,Romance;Comedy;Sci-Fi,30,Smart TV,4.99
2336,2022-02-08,40,Prime Video Premium,Madrid,23.8,Action,20,Tablet,12.99
2337,2024-01-09,49,Prime Video Estándar,Andalucía,5.8,Romance;Action,25,Smartphone,9.99
2338,2023-08-25,28,Prime Video Básico,Canarias,12.9,Thriller;Drama,25,Tablet,4.99
2339,2023-04-09,7,Prime Video Básico,País Vasco,13.0,Thriller;Horror;Comedy,56,Smartphone,4.99
2340,2022-09-29,19,Prime Video Básico,Madrid,14.1,Action,26,Smartphone,4.99
2341,2020-06-13,53,Prime Video Premium,Madrid,1.2,Action;Romance;Comedy,43,Tablet,12.99
2342,2020-01-13,28,Prime Video Básico,Madrid,4.0,Horror;Comedy,42,Smart TV,4.99
2343,2021-11-13,41,Prime Video Básico,Murcia,2.1,Drama;Sci-Fi;Romance,59,Tablet,4.99
2344,2021-06-05,25,Prime Video Básico,Galicia,20.5,Horror;Comedy,34,Tablet,4.99
2345,2020-08-14,24,Prime Video Estándar,Andalucía,5.6,Drama;Romance;Horror,61,Smartphone,9.99
2346,2023-09-01,18,Prime Video Estándar,Comunidad Valenciana,14.8,Sci-Fi,58,Smartphone,9.99
2347,2022-11-14,1,Prime Video Básico,Madrid,20.4,Drama,56,Smartphone,4.99
2348,2022-03-23,41,Prime Video Channels,Murcia,10.7,Romance,55,Tablet,7.99
2349,2024-07-14,10,Prime Video Básico,Cataluña,5.7,Comedy;Horror;Action,25,Smartphone,4.99
2350,2020-03-23,24,Prime Video Estándar,Galicia,11.5,Horror;Sci-Fi;Drama,52,Smartphone,9.99
2351,2024-06-17,43,Prime Video Premium,Murcia,11.6,Drama,43,Smartphone,12.99
2352,2022-01-30,3,Prime Video Estándar,Andalucía,17.4,Drama;Romance;Sci-Fi,49,Smart TV,9.99
2353,2020-10-19,35,Prime Video Estándar,Comunidad Valenciana,13.8,Comedy,27,Smartphone,9.99
2354,2023-10-17,5,Prime Video Básico,Murcia,14.6,Thriller;Comedy,34,Laptop,4.99
2355,2022-02-10,49,Prime Video Estándar,Canarias,5.8,Drama,32,Tablet,9.99
2356,2024-12-05,11,Prime Video Básico,Cataluña,21.7,Sci-Fi,31,Smartphone,4.99
2357,2023-04-23,52,Prime Video Estándar,Madrid,23.1,Romance;Comedy;Sci-Fi,50,Smartphone,9.99
2358,2020-01-23,6,Alquiler de películas,Aragón,6.8,Sci-Fi;Action,34,Smartphone,3.99
2359,2024-10-24,54,Prime Video Básico,Madrid,20.3,Sci-Fi;Comedy;Romance,32,Smartphone,4.99
2360,2021-06-19,57,Prime Video Premium,Castilla y León,11.9,Sci-Fi;Romance;Horror,25,Smartphone,12.99
2361,2020-01-27,10,Prime Video para niños,Castilla y León,10.4,Sci-Fi,48,Smartphone,6.99
2362,2020-11-26,20,Prime Video Básico,Andalucía,1.5,Drama;Romance,35,Smartphone,4.99
2363,2020-05-19,26,Prime Video Estándar,Cataluña,8.7,Action;Drama,23,Smartphone,9.99
2364,2023-06-07,5,Prime Video Básico,Galicia,9.6,Thriller;Romance;Comedy,32,Smartphone,4.99
2365,2022-05-31,25,Prime Video Básico,Galicia,9.9,Sci-Fi;Romance,61,Smartphone,4.99
2366,2020-11-28,20,Prime Video Básico,Canarias,1.7,Horror,33,Smart TV,4.99
2367,2024-07-07,7,Prime Video Estándar,Aragón,11.0,Action;Romance;Sci-Fi,27,Smartphone,9.99
2368,2021-08-01,10,Prime Video Estándar,Andalucía,5.9,Drama,25,Smart TV,9.99
2369,2021-05-04,41,Prime Video Básico,Madrid,22.0,Thriller;Action;Romance,32,Smart TV,4.99
2370,2020-06-21,52,Prime Video Estándar,Andalucía,24.6,Drama;Thriller;Horror,32,Smartphone,9.99
2371,2023-02-21,37,Prime Video Channels,Madrid,6.6,Drama;Sci-Fi;Horror,30,Smartphone,7.99
2372,2024-01-31,37,Prime Video Estándar,País Vasco,22.6,Action;Comedy,30,Laptop,9.99
2373,2023-05-01,22,Prime Video Básico,Comunidad Valenciana,7.9,Action;Drama;Comedy,63,Tablet,4.99
2374,2021-02-08,9,Prime Video Estándar,Madrid,14.7,Action;Thriller;Comedy,26,Smartphone,9.99
2375,2021-10-27,54,Prime Video Básico,Andalucía,16.0,Drama;Romance,33,Smartphone,4.99
2376,2020-01-01,6,Prime Video Premium,Galicia,8.1,Thriller;Horror,29,Tablet,12.99
2377,2022-07-19,55,Prime Video Estándar,Comunidad Valenciana,7.5,Sci-Fi;Drama;Thriller,20,Smartphone,9.99
2378,2022-10-28,2,Prime Video Básico,Cataluña,19.7,Drama;Sci-Fi,24,Tablet,4.99
2379,2020-04-11,43,Prime Video Básico,Andalucía,9.1,Horror;Sci-Fi;Drama,29,Smart TV,4.99
2380,2019-12-31,51,Prime Video Básico,Madrid,11.9,Romance,56,Smart TV,4.99
2381,2021-06-16,52,Prime Video Básico,Madrid,13.6,Horror;Thriller;Romance,53,Smart TV,4.99
2382,2021-06-05,58,Prime Video Estándar,País Vasco,6.2,Romance;Action;Horror,28,Smartphone,9.99
2383,2023-08-08,39,Prime Video Channels,Madrid,1.9,Thriller;Comedy,31,Smartphone,7.99
2384,2020-07-25,4,Prime Video Estándar,Galicia,21.0,Romance;Action;Drama,34,Tablet,9.99
2385,2022-03-15,35,Prime Video Básico,Madrid,5.7,Drama;Sci-Fi;Comedy,21,Smartphone,4.99
2386,2022-11-29,36,Prime Video Básico,Canarias,12.4,Action;Drama;Comedy,34,Smartphone,4.99
2387,2023-10-01,44,Prime Video Básico,Cataluña,3.5,Comedy;Thriller;Horror,29,Console,4.99
2388,2022-11-20,34,Prime Video Estándar,Madrid,1.0,Sci-Fi;Romance;Horror,43,Smartphone,9.99
2389,2024-12-06,11,Prime Video Básico,Cataluña,19.1,Sci-Fi,64,Smartphone,4.99
2390,2022-04-01,54,Prime Video Básico,Madrid,23.4,Action;Comedy,44,Smartphone,4.99
2391,2023-03-16,47,Prime Video Estándar,Madrid,5.3,Thriller;Romance;Action,32,Smartphone,9.99
2392,2023-08-19,15,Prime Video Estándar,Murcia,18.4,Romance,30,Smartphone,9.99
2393,2023-11-06,9,Prime Video Básico,Andalucía,22.0,Thriller;Romance;Drama,69,Smart TV,4.99
2394,2024-05-29,23,Prime Video Básico,Madrid,22.6,Horror,44,Smartphone,4.99
2395,2022-07-12,14,Prime Video Básico,Andalucía,18.8,Thriller;Drama;Romance,24,Tablet,4.99
2396,2023-04-29,15,Prime Video Premium,Andalucía,7.9,Comedy,60,Tablet,12.99
2397,2023-03-11,53,Prime Video Básico,País Vasco,7.7,Thriller;Horror,35,Smartphone,4.99
2398,2021-05-26,53,Prime Video Básico,Madrid,21.3,Romance;Action;Drama,27,Smart TV,4.99
2399,2021-07-29,52,Prime Video Estándar,Madrid,7.4,Drama;Horror,28,Smartphone,9.99
2400,2022-12-26,59,Prime Video Estándar,Andalucía,10.2,Drama;Comedy,40,Smart TV,9.99
2401,2022-09-28,42,Prime Video Estándar,Madrid,13.0,Sci-Fi;Drama;Thriller,50,Smartphone,9.99
2402,2021-07-01,29,Prime Video Básico,Canarias,20.3,Romance;Drama;Thriller,23,Smartphone,4.99
2403,2023-07-06,38,Prime Video Básico,Andalucía,7.2,Comedy;Action,27,Smartphone,4.99
2404,2020-02-11,34,Prime Video Básico,Cataluña,21.0,Drama,43,Smart TV,4.99
2405,2024-06-18,27,Prime Video Básico,Cataluña,12.0,Horror,20,Smartphone,4.99
2406,2022-02-25,21,Prime Video Estándar,Madrid,8.3,Action;Drama,23,Smartphone,9.99
2407,2019-12-28,24,Prime Video Básico,Cataluña,1.4,Romance;Horror,29,Smartphone,4.99
2408,2023-04-05,30,Prime Video Premium,Cataluña,17.1,Action,26,Smartphone,12.99
2409,2022-08-11,34,Prime Video Básico,Madrid,4.8,Thriller;Sci-Fi,42,Smartphone,4.99
2410,2020-09-22,6,Prime Video Estándar,Cataluña,16.2,Drama;Sci-Fi,25,Tablet,9.99
2411,2024-03-21,12,Prime Video Básico,Andalucía,20.3,Horror,24,Smartphone,4.99
2412,2022-01-25,6,Prime Video Estándar,Madrid,11.4,Romance;Drama;Horror,25,Smart TV,9.99
2413,2020-08-10,23,Alquiler de películas,Cataluña,12.8,Sci-Fi;Comedy;Thriller,60,Smartphone,3.99
2414,2023-02-21,40,Prime Video Básico,Comunidad Valenciana,9.0,Romance;Sci-Fi,22,Smart TV,4.99
2415,2024-10-01,36,Prime Video Channels,Madrid,16.3,Horror;Thriller;Comedy,31,Smartphone,7.99
2416,2020-10-22,53,Prime Video Estándar,Andalucía,3.1,Horror,57,Tablet,9.99
2417,2023-06-17,24,Prime Video Básico,Castilla y León,10.8,Action;Thriller;Comedy,58,Console,4.99
2418,2023-02-02,35,Prime Video Básico,Castilla y León,9.1,Comedy;Thriller;Action,33,Smart TV,4.99
2419,2022-03-13,31,Prime Video Básico,Andalucía,12.0,Sci-Fi;Drama,20,Tablet,4.99
2420,2023-01-01,25,Prime Video Básico,Madrid,14.5,Thriller;Action,35,Smartphone,4.99
2421,2021-02-24,19,Prime Video Estándar,Madrid,22.1,Romance,27,Laptop,9.99
2422,2023-04-29,44,Prime Video Premium,Cataluña,10.5,Sci-Fi,62,Tablet,12.99
2423,2022-09-18,1,Prime Video Estándar,Cataluña,22.2,Comedy;Action;Sci-Fi,56,Smart TV,9.99
2424,2021-01-17,15,Prime Video Básico,Murcia,9.7,Drama,26,Tablet,4.99
2425,2022-08-21,10,Prime Video Básico,Aragón,12.1,Sci-Fi,27,Smart TV,4.99
2426,2020-07-10,56,Prime Video Estándar,Canarias,1.6,Comedy,53,Smartphone,9.99
2427,2020-11-24,8,Prime Video Estándar,Comunidad Valenciana,16.2,Horror;Thriller;Action,32,Smartphone,9.99
2428,2022-10-09,52,Prime Video Estándar,Galicia,5.2,Horror;Thriller,54,Laptop,9.99
2429,2021-03-25,13,Prime Video Estándar,Aragón,15.6,Sci-Fi;Horror,60,Laptop,9.99
2430,2022-01-22,60,Prime Video Básico,Cataluña,15.1,Horror,51,Smartphone,4.99
2431,2022-04-23,32,Prime Video Estándar,Madrid,10.0,Thriller;Drama,44,Smartphone,9.99
2432,2021-08-01,22,Prime Video Básico,Cataluña,9.5,Sci-Fi,31,Tablet,4.99
2433,2023-02-17,31,Prime Video Estándar,Aragón,1.6,Horror;Drama,34,Smartphone,9.99
2434,2020-04-19,31,Prime Video Básico,Andalucía,16.7,Action;Horror;Thriller,18,Smartphone,4.99
2435,2023-05-03,12,Prime Video Estándar,Andalucía,16.5,Drama;Comedy,28,Smartphone,9.99
2436,2021-02-07,34,Prime Video Channels,Cataluña,8.6,Comedy,22,Smartphone,7.99
2437,2020-04-19,54,Prime Video Estándar,Comunidad Valenciana,10.3,Drama;Romance;Sci-Fi,27,Smart TV,9.99
2438,2023-05-29,41,Prime Video Estándar,Madrid,15.6,Comedy;Drama,29,Smart TV,9.99
2439,2023-11-19,40,Prime Video Estándar,Galicia,10.1,Sci-Fi,31,Smartphone,9.99
2440,2022-07-18,57,Prime Video Básico,Madrid,3.5,Romance;Drama;Horror,57,Smart TV,4.99
2441,2022-01-27,11,Prime Video Básico,Andalucía,10.1,Horror,38,Smartphone,4.99
2442,2022-07-04,26,Prime Video Premium,Madrid,14.7,Drama;Comedy;Romance,52,Smartphone,12.99
2443,2020-09-08,58,Prime Video Channels,Comunidad Valenciana,5.9,Thriller;Sci-Fi,57,Smartphone,7.99
2444,2024-02-26,50,Prime Video Estándar,Madrid,20.0,Horror;Thriller,30,Smartphone,9.99
2445,2021-05-08,54,Prime Video Básico,Andalucía,23.0,Sci-Fi;Romance,39,Smartphone,4.99
2446,2023-05-31,23,Prime Video Estándar,Madrid,23.9,Horror,34,Tablet,9.99
2447,2020-07-28,24,Prime Video Estándar,Comunidad Valenciana,3.0,Action;Drama;Sci-Fi,35,Tablet,9.99
2448,2023-06-07,13,Prime Video Estándar,Andalucía,2.3,Action;Thriller;Horror,67,Smartphone,9.99
2449,2023-07-28,60,Prime Video Básico,Andalucía,4.5,Romance;Comedy;Action,61,Smart TV,4.99
2450,2020-12-06,54,Prime Video Básico,Madrid,22.0,Action;Sci-Fi,30,Smartphone,4.99
2451,2024-01-24,39,Prime Video Estándar,Madrid,22.9,Action;Comedy,56,Smart TV,9.99
2452,2024-03-11,17,Prime Video Básico,Cataluña,9.3,Comedy;Drama,60,Smartphone,4.99
2453,2022-07-14,52,Prime Video Premium,Murcia,6.0,Drama,60,Laptop,12.99
2454,2021-02-09,25,Prime Video Básico,Cataluña,14.5,Drama;Romance;Sci-Fi,52,Smartphone,4.99
2455,2022-10-15,53,Prime Video Básico,Andalucía,18.3,Romance,18,Smartphone,4.99
2456,2020-05-09,53,Prime Video Básico,Castilla y León,18.0,Horror,32,Tablet,4.99
2457,2022-05-13,12,Prime Video Básico,Castilla y León,8.6,Thriller,29,Laptop,4.99
2458,2022-07-02,36,Prime Video Básico,Andalucía,11.7,Romance;Action,35,Smart TV,4.99
2459,2023-10-03,54,Prime Video Básico,Andalucía,1.6,Action,57,Smartphone,4.99
2460,2022-07-26,42,Prime Video Estándar,Canarias,19.6,Horror;Sci-Fi;Romance,25,Tablet,9.99
2461,2020-06-28,36,Prime Video Estándar,País Vasco,20.7,Sci-Fi,32,Smartphone,9.99
2462,2021-05-12,35,Prime Video Básico,Madrid,17.4,Thriller;Romance;Comedy,67,Smartphone,4.99
2463,2020-03-16,39,Prime Video Estándar,Cataluña,20.1,Comedy;Action,51,Tablet,9.99
2464,2021-01-27,15,Prime Video Channels,Galicia,12.4,Comedy,34,Smart TV,7.99
2465,2023-02-19,7,Prime Video Premium,Madrid,2.6,Comedy;Horror;Thriller,24,Tablet,12.99
2466,2024-12-21,47,Prime Video Básico,Madrid,5.8,Sci-Fi;Comedy,63,Smartphone,4.99
2467,2020-01-26,9,Prime Video Estándar,Madrid,10.3,Horror;Thriller;Romance,29,Smartphone,9.99
2468,2024-09-30,27,Prime Video Estándar,Murcia,20.5,Romance,21,Tablet,9.99
2469,2021-09-25,12,Prime Video Básico,Andalucía,9.1,Sci-Fi;Drama,27,Smartphone,4.99
2470,2022-03-12,19,Prime Video Básico,Andalucía,5.9,Drama;Horror;Action,39,Smartphone,4.99
2471,2020-04-26,45,Prime Video Premium,Comunidad Valenciana,1.6,Sci-Fi;Horror;Drama,64,Smartphone,12.99
2472,2022-04-15,42,Prime Video Básico,Cataluña,9.9,Comedy,32,Tablet,4.99
2473,2021-09-07,28,Compra de películas,Cataluña,15.2,Action,25,Smart TV,14.99
2474,2022-09-08,27,Prime Video Básico,Andalucía,24.1,Romance;Thriller,32,Tablet,4.99
2475,2020-06-18,27,Prime Video Básico,Cataluña,7.3,Action;Horror,59,Smart TV,4.99
2476,2022-09-29,33,Alquiler de películas,Madrid,16.2,Horror,50,Smart TV,3.99
2477,2022-04-11,14,Prime Video Channels,Cataluña,11.8,Action;Sci-Fi,22,Smart TV,7.99
2478,2020-06-24,51,Prime Video Básico,País Vasco,19.2,Comedy;Romance;Thriller,28,Smartphone,4.99
2479,2022-06-01,35,Prime Video Básico,Cataluña,8.0,Horror;Comedy,42,Console,4.99
2480,2024-05-31,26,Prime Video Channels,Castilla y León,23.0,Romance;Comedy;Action,27,Smartphone,7.99
2481,2022-03-08,43,Prime Video Estándar,Madrid,21.1,Comedy;Romance,49,Smartphone,9.99
2482,2021-09-08,30,Prime Video Básico,Cataluña,22.7,Thriller;Horror;Romance,28,Smartphone,4.99
2483,2024-03-07,36,Prime Video Básico,Madrid,7.1,Drama;Romance,49,Smartphone,4.99
2484,2023-11-30,36,Prime Video Estándar,Canarias,17.5,Thriller;Comedy,38,Smart TV,9.99
2485,2024-05-04,15,Prime Video Estándar,Canarias,7.3,Horror;Romance;Sci-Fi,69,Smart TV,9.99
2486,2022-12-04,38,Prime Video Estándar,Cataluña,2.9,Romance;Action;Comedy,23,Tablet,9.99
2487,2022-06-04,50,Prime Video Básico,Cataluña,15.7,Thriller;Horror,30,Tablet,4.99
2488,2023-04-10,56,Prime Video Básico,Madrid,14.4,Action;Romance;Horror,26,Smart TV,4.99
2489,2020-08-10,47,Prime Video Básico,Madrid,2.3,Drama,50,Tablet,4.99
2490,2022-12-21,18,Prime Video Básico,País Vasco,1.3,Sci-Fi,25,Smartphone,4.99
2491,2020-06-12,56,Prime Video Premium,Andalucía,22.0,Drama;Thriller,29,Tablet,12.99
2492,2023-04-23,53,Prime Video Básico,Aragón,18.9,Romance;Comedy;Sci-Fi,35,Laptop,4.99
2493,2023-10-02,44,Prime Video Estándar,Madrid,17.8,Horror;Thriller,23,Smartphone,9.99
2494,2021-09-11,6,Prime Video Premium,Canarias,8.0,Horror,29,Smartphone,12.99
2495,2023-12-11,40,Compra de películas,Comunidad Valenciana,24.1,Comedy;Action,30,Tablet,14.99
2496,2020-06-21,3,Alquiler de películas,Andalucía,11.7,Horror,25,Tablet,3.99
2497,2020-05-10,43,Prime Video Básico,Galicia,14.8,Comedy,22,Smartphone,4.99
2498,2024-11-08,13,Prime Video Estándar,País Vasco,9.2,Thriller,68,Smart TV,9.99
2499,2024-12-18,4,Prime Video Estándar,Cataluña,3.8,Thriller,19,Laptop,9.99
2500,2022-05-13,4,Alquiler de películas,Cataluña,24.4,Sci-Fi,39,Tablet,3.99
2501,2020-12-28,5,Prime Video Channels,Andalucía,5.6,Action;Romance,26,Tablet,7.99
2502,2020-01-30,53,Prime Video Estándar,Andalucía,7.0,Drama,63,Smart TV,9.99
2503,2023-08-18,59,Prime Video Estándar,Andalucía,9.4,Romance;Action;Thriller,38,Smartphone,9.99
2504,2023-03-14,13,Prime Video Premium,Castilla y León,2.0,Romance;Drama;Horror,46,Smart TV,12.99
2505,2020-11-27,32,Prime Video Básico,Madrid,7.3,Thriller;Drama,21,Laptop,4.99
2506,2023-05-31,2,Prime Video Estándar,Madrid,1.2,Thriller;Horror,51,Smart TV,9.99
2507,2021-10-28,59,Prime Video Básico,Murcia,7.0,Drama,34,Smartphone,4.99
2508,2022-05-15,16,Prime Video Estándar,Castilla y León,6.2,Romance,41,Smart TV,9.99
2509,2023-03-11,56,Prime Video Estándar,Madrid,18.4,Sci-Fi;Action,58,Smartphone,9.99
2510,2022-06-29,11,Prime Video Básico,Aragón,5.9,Comedy;Action,33,Smart TV,4.99
2511,2022-04-02,14,Prime Video Básico,Cataluña,4.7,Thriller,29,Smartphone,4.99
2512,2020-11-08,58,Prime Video Estándar,Andalucía,9.9,Horror;Drama;Romance,27,Tablet,9.99
2513,2020-07-24,25,Prime Video Básico,Andalucía,16.2,Drama;Horror,26,Tablet,4.99
2514,2022-02-28,2,Prime Video Channels,Cataluña,4.8,Action;Drama;Comedy,34,Smart TV,7.99
2515,2022-09-18,40,Prime Video Básico,Canarias,24.2,Sci-Fi;Comedy,60,Smartphone,4.99
2516,2022-12-27,38,Prime Video Básico,Murcia,9.2,Comedy;Horror;Romance,35,Smartphone,4.99
2517,2020-07-01,37,Prime Video Premium,Castilla y León,2.2,Drama,61,Smart TV,12.99
2518,2022-12-05,58,Prime Video Estándar,Cataluña,15.8,Thriller;Comedy,30,Smart TV,9.99
2519,2024-12-23,54,Prime Video Premium,Andalucía,13.4,Comedy;Horror,31,Smartphone,12.99
